Player,Pos,Country,Age,impact_score_raw,overall,potential,value_eur,wage_eur,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,skill_dribbling,skill_fk_accuracy,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
Ayumu Seko,"DF,MF",Japan,26.011,-0.0801544578795058,67.0,75.0,2100000.0,2000.0,60.0,35.0,50.0,56.0,68.0,70.0,38.0,28.0,67.0,49.0,23.0,61.0,57.0,63.0,60.0,67.0,60.0,53.0,72.0,79.0,71.0,34.0,58.0,71.0,31.0,42.0,56.0,68.0,67.0,64.0,12.0,7.0,10.0,14.0,6.0
Kento Shiogai,FW,Japan,21.2108,8.163803090590177,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Yukinari Sugawara,"DF,FW",Japan,25.9528,1.3833205695627866,72.0,80.0,5000000.0,6000.0,78.0,47.0,65.0,70.0,64.0,71.0,70.0,40.0,58.0,68.0,50.0,69.0,79.0,77.0,79.0,69.0,75.0,62.0,79.0,86.0,64.0,49.0,67.0,67.0,61.0,59.0,67.0,60.0,68.0,66.0,8.0,12.0,9.0,8.0,12.0
Junnosuke Suzuki,DF,Japan,22.9144,1.4589945105666642,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Yuito Suzuki,"FW,MF",Japan,24.627,-0.8880976556082814,72.0,76.0,3300000.0,12000.0,70.0,71.0,65.0,68.0,44.0,71.0,67.0,74.0,78.0,68.0,45.0,68.0,71.0,70.0,68.0,70.0,68.0,69.0,77.0,82.0,65.0,64.0,71.0,38.0,77.0,68.0,74.0,40.0,48.0,25.0,14.0,5.0,8.0,8.0,8.0
Zion Suzuki,GK,Japan,23.8049,-1.2160516519253617,60.0,74.0,500000.0,500.0,74.0,61.0,64.0,70.0,60.0,71.0,12.0,6.0,12.0,14.0,11.0,11.0,48.0,53.0,39.0,53.0,33.0,46.0,68.0,23.0,83.0,8.0,24.0,7.0,7.0,29.0,27.0,8.0,12.0,11.0,65.0,56.0,61.0,50.0,67.0
Ao Tanaka,MF,Japan,27.7502,0.0628648070002481,72.0,78.0,3500000.0,8000.0,71.0,66.0,69.0,70.0,68.0,70.0,61.0,66.0,52.0,66.0,65.0,70.0,72.0,71.0,84.0,69.0,75.0,71.0,63.0,78.0,67.0,67.0,71.0,67.0,64.0,67.0,68.0,70.0,73.0,67.0,10.0,14.0,12.0,12.0,6.0
Shogo Taniguchi,"DF,MF",Japan,34.9062,1.240741617239864,72.0,72.0,2000000.0,9000.0,64.0,45.0,59.0,60.0,73.0,72.0,50.0,35.0,72.0,56.0,32.0,64.0,52.0,73.0,58.0,72.0,59.0,63.0,71.0,82.0,72.0,48.0,62.0,76.0,55.0,47.0,61.0,72.0,74.0,69.0,8.0,13.0,11.0,14.0,14.0
Takehiro Tomiyasu,DF,Japan,27.5969,0.947345022101947,75.0,85.0,12000000.0,49000.0,68.0,32.0,63.0,69.0,76.0,77.0,62.0,29.0,69.0,68.0,37.0,71.0,68.0,68.0,70.0,71.0,70.0,42.0,70.0,80.0,77.0,28.0,73.0,76.0,38.0,59.0,60.0,77.0,77.0,77.0,9.0,14.0,6.0,5.0,11.0
Ayase Ueda,FW,Japan,27.7502,2.1637515292114284,68.0,75.0,2500000.0,4000.0,83.0,67.0,53.0,64.0,27.0,71.0,48.0,72.0,67.0,63.0,22.0,65.0,82.0,84.0,71.0,55.0,59.0,65.0,80.0,74.0,75.0,62.0,53.0,23.0,75.0,57.0,58.0,22.0,22.0,22.0,7.0,12.0,14.0,15.0,6.0
Tsuyoshi Watanabe,DF,Japan,29.345,-0.489065087035567,68.0,73.0,1600000.0,4000.0,61.0,29.0,46.0,53.0,67.0,75.0,25.0,23.0,72.0,45.0,37.0,60.0,68.0,56.0,61.0,61.0,46.0,45.0,87.0,68.0,81.0,26.0,67.0,67.0,31.0,31.0,60.0,66.0,68.0,64.0,10.0,14.0,7.0,15.0,12.0
Husam Abu Dahab,DF,Jordan,26.0794,-1.9799196379480133,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Mohammad Abu Hasheesh,DF,Jordan,31.0903,-2.2478589542919973,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Mohannad Abu Taha,MF,Jordan,23.3532,-1.3171393479484097,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Mo Abualnadi,DF,Jordan,25.3368,-2.265355628713801,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Yazeed Abulaila,GK,Jordan,33.4216,-0.4459699764972329,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Yazan Al-Arab,DF,Jordan,30.3587,-1.2149858105425455,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Rajaei Ayed,MF,Jordan,32.8789,-1.1761306295851677,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Ali Azaizeh,MF,Jordan,22.1615,-2.986073282377105,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Anas Badawi,DF,Jordan,28.742,-1.4630236422960865,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Nour Bani Attiah,GK,Jordan,33.3751,-2.9424442562289506,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Mohammad Al-Dawud,"FW,MF",Jordan,34.1643,-1.8779266518595048,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Abdallah Al-Fakhouri,GK,Jordan,26.3833,-3.244697394416665,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Odeh Al-Fakhouri,MF,Jordan,20.5503,0.3066025931513212,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Ihsan Haddad,"DF,MF",Jordan,32.345,-1.0988749625706518,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Amer Jamous,MF,Jordan,23.9391,-1.1190130637382127,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Mahmoud Al-Mardi,"FW,MF",Jordan,32.679,-1.0642069529732183,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Abdallah Nasib,DF,Jordan,32.2902,-2.224308899546112,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Salim Obaid,DF,Jordan,34.397,-1.7852346213673007,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Ali Olwan,FW,Jordan,26.2108,-1.0061187043519018,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Nizar Al Rashdan,MF,Jordan,27.219,-2.318567481850588,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Noor Al Rawabdeh,MF,Jordan,29.293,-0.9096910060854916,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Saed Al-Rosan,DF,Jordan,29.3559,0.5817606264272637,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Ibrahim Sabra,FW,Jordan,20.3559,1.6599524491884652,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Ibrahim Sadeh,MF,Jordan,26.1232,-0.0207428408538709,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Sharara,FW,Jordan,28.4463,0.5359607367163126,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Musa Al-Taamari,"FW,MF",Jordan,29.0027,0.0919036718205732,69.0,75.0,2200000.0,7000.0,83.0,61.0,62.0,76.0,37.0,57.0,59.0,59.0,39.0,76.0,58.0,71.0,87.0,79.0,91.0,64.0,88.0,59.0,83.0,61.0,50.0,64.0,63.0,54.0,65.0,65.0,68.0,23.0,41.0,34.0,11.0,6.0,12.0,7.0,7.0
Song Bum-keun,GK,Korea Republic,28.6543,1.6599524491884652,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Jens Castrop,MF,Korea Republic,22.8679,1.798772077841683,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Lee Dong-gyeong,"FW,MF",Korea Republic,28.7228,1.4764449744273556,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Lee Gi-hyuk,DF,Korea Republic,25.9281,2.948991858111202,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Cho Gue-sung,FW,Korea Republic,28.3751,2.4925798904424115,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Lee Han-beom,DF,Korea Republic,23.9829,-0.0187591292180402,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Hwang Hee-chan,"FW,MF",Korea Republic,30.3723,1.5807729919370457,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Son Heung-min,FW,Korea Republic,33.9254,0.5803229077145686,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Oh Hyeon-gyu,FW,Korea Republic,25.1643,3.0951924610588994,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Jo Hyeon-woo,GK,Korea Republic,34.7091,-1.313450046916032,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Yang Hyun-jun,"FW,MF",Korea Republic,24.0465,-2.152237301442815,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Hwang In-beom,MF,Korea Republic,29.7228,2.6232818189403946,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Lee Jae-sung,FW,Korea Republic,33.835,0.2170471942385759,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Eom Ji-sung,MF,Korea Republic,24.0903,1.4315122346019151,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Kim Jin-gyu,MF,Korea Republic,29.293,0.7683932952748693,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Park Jinseob,"DF,MF",Korea Republic,30.6324,1.6780001227090608,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Bae Jun-ho,"FW,MF",Korea Republic,22.8049,1.7080783549295993,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Lee Kang-in,FW,Korea Republic,25.3066,0.7013584968862454,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Kim Min-jae,DF,Korea Republic,29.5695,-0.487604977984848,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Kim Moon-hwan,"DF,MF",Korea Republic,30.8597,0.1154636158578884,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Kim Seung-gyu,GK,Korea Republic,35.6954,0.9940895794613318,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Paik Seung-ho,MF,Korea Republic,29.2355,-0.608644028982761,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Kim Tae-hyeon,DF,Korea Republic,25.731,-5.123895563636659,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Lee Tae-seok,MF,Korea Republic,23.8706,-0.7055118489142084,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Cho Wi-je,DF,Korea Republic,24.794,1.6599524491884652,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Seol Young-woo,MF,Korea Republic,27.5147,-0.3056949738015837,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Cho Yumin,DF,Korea Republic,29.564,-0.4584209855384283,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Carlos Acevedo,GK,Mexico,30.1451,1.12847158520186,76.0,82.0,9500000.0,15000.0,74.0,61.0,64.0,70.0,60.0,71.0,10.0,9.0,11.0,11.0,13.0,19.0,41.0,41.0,54.0,72.0,54.0,52.0,81.0,40.0,45.0,9.0,16.0,14.0,6.0,36.0,51.0,26.0,11.0,12.0,77.0,72.0,69.0,75.0,80.0
Roberto Alvarado,MF,Mexico,27.7584,1.4021303173905388,76.0,83.0,15000000.0,48000.0,76.0,71.0,75.0,77.0,53.0,70.0,74.0,68.0,51.0,75.0,65.0,78.0,81.0,72.0,90.0,70.0,77.0,77.0,59.0,84.0,71.0,76.0,55.0,55.0,71.0,79.0,68.0,55.0,49.0,60.0,8.0,14.0,13.0,13.0,14.0
Edson Álvarez,"DF,MF",Mexico,28.6297,1.1046739345755938,65.0,79.0,1700000.0,1000.0,67.0,61.0,64.0,70.0,28.0,43.0,60.0,62.0,32.0,70.0,58.0,67.0,69.0,65.0,83.0,59.0,79.0,61.0,53.0,59.0,37.0,62.0,37.0,20.0,59.0,67.0,62.0,30.0,31.0,20.0,14.0,8.0,7.0,5.0,11.0
Luis Chávez,MF,Mexico,30.4025,2.300665291220334,69.0,74.0,2000000.0,8000.0,68.0,65.0,70.0,71.0,62.0,57.0,68.0,65.0,48.0,75.0,71.0,71.0,62.0,72.0,66.0,66.0,63.0,62.0,35.0,70.0,61.0,71.0,38.0,63.0,60.0,65.0,65.0,64.0,65.0,60.0,7.0,10.0,14.0,9.0,12.0
Mateo Chávez,DF,Mexico,22.0821,1.3069539648988542,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Álvaro Fidalgo,MF,Mexico,29.1725,-0.3758434512460137,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Jesús Gallardo,DF,Mexico,31.8214,-0.060257401016648,75.0,76.0,6000000.0,38000.0,82.0,67.0,71.0,74.0,69.0,73.0,77.0,69.0,64.0,76.0,47.0,74.0,83.0,82.0,76.0,67.0,71.0,75.0,77.0,90.0,71.0,59.0,58.0,65.0,74.0,69.0,68.0,72.0,69.0,69.0,9.0,7.0,8.0,12.0,11.0
