Country,#,Player,Pos,Club,Birth Place,Birth Date,Age,League,Birth Country
Egypt,3.0,Mohamed Hany,"DF,MF",Al Ahly,"Cairo, Egypt",1996-01-25,30.3751,1.eg,Egypt
Egypt,12.0,Haissem Hassan,MF,Oviedo,"Paris, France",2002-02-08,24.3368,1.es,France
Egypt,2.0,Yasser Ibrahim,DF,Al Ahly,"Al Manşūrah, Egypt",1993-02-10,33.3313,1.eg,Egypt
Egypt,16.0,El Mahdy Soliman,GK,Zamalek SC,"Cairo, Egypt",1986-11-30,39.5284,1.eg,Egypt
Egypt,22.0,Omar Marmoush,"FW,MF",Manchester City,"Cairo, Egypt",1999-02-07,27.3395,1.eng,Egypt
Egypt,17.0,Mohanad Mostafa,,Pyramids FC,"Cairo, Egypt",1996-05-29,30.0356,1.eg,Egypt
Egypt,5.0,Ramy Rabia,"DF,MF",Al Ain FC,"Cairo, Egypt",1993-05-20,33.0602,1.ae,Egypt
Egypt,21.0,Mahmoud Saber,MF,ZED,Egypt,2001-07-30,24.8652,1.eg,Egypt
Egypt,10.0,Mohamed Salah,"FW,MF",Liverpool,"Basyūn, Egypt",1992-06-15,33.9884,1.eng,Egypt
Egypt,1.0,Mohamed El-Shenawy,GK,Al Ahly,"Cairo, Egypt",1988-12-18,37.4791,1.eg,Egypt
Egypt,23.0,Mostafa Shobeir,GK,Al Ahly,"Giza, Egypt",2000-05-15,26.0739,1.eg,Egypt
Egypt,7.0,Trézéguet,"FW,MF",Al Ahly,"Kafr El Sheikh, Egypt",1994-10-01,31.6927,1.eg,Egypt
Egypt,11.0,Mostafa Ziko,FW,Pyramids FC,"Alexandria, Egypt",1997-04-27,29.1232,1.eg,Egypt
Egypt,25.0,Zizo,MF,Al Ahly,"Cairo, Egypt",1996-01-10,30.4162,1.eg,Egypt
England,8.0,Elliot Anderson,MF,Nottingham Forest,"England, United Kingdom",2002-11-06,23.5941,1.eng,United Kingdom
England,10.0,Jude Bellingham,MF,Real Madrid,"Stourbridge, England, United Kingdom",2003-06-29,22.95,1.es,United Kingdom
England,15.0,Dan Burn,DF,Newcastle United,"Blyth, England, United Kingdom",1992-05-09,34.0903,1.eng,United Kingdom
England,21.0,Eberechi Eze,"FW,MF",Arsenal,"Greenwich, England, United Kingdom",1998-06-29,27.95,1.eng,United Kingdom
England,18.0,Anthony Gordon,"FW,MF",Barcelona,"Liverpool, England, United Kingdom",2001-02-24,25.293,1.es,United Kingdom
England,6.0,Marc Guéhi,DF,Manchester City,"Abidjan, Côte d'Ivoire",2000-07-13,25.9117,1.eng,Côte d'Ivoire
England,13.0,Dean Henderson,GK,Crystal Palace,"Whitehaven, England, United Kingdom",1997-03-12,29.2491,1.eng,United Kingdom
England,14.0,Jordan Henderson,MF,Brentford,"Sunderland, England, United Kingdom",1990-06-17,35.9829,1.eng,United Kingdom
England,24.0,Reece James,"DF,MF",Chelsea,"London, England, United Kingdom",1999-12-08,26.5065,1.eng,United Kingdom
England,9.0,Harry Kane,FW,Bayern Munich,"Walthamstow, England, United Kingdom",1993-07-28,32.8706,1.de,United Kingdom
England,2.0,Ezri Konsa,"DF,FW",Aston Villa,"London, England, United Kingdom",1997-10-23,28.6324,1.eng,United Kingdom
England,12.0,Tino Livramento,"DF,MF",Newcastle United,"England, United Kingdom",2002-11-12,23.5777,1.eng,United Kingdom
England,20.0,Noni Madueke,"FW,MF",Arsenal,"England, United Kingdom",2002-03-10,24.2546,1.eng,United Kingdom
England,16.0,Kobbie Mainoo,MF,Manchester Utd,"England, United Kingdom",2005-04-19,21.1451,1.eng,United Kingdom
England,3.0,Nico O’Reilly,"DF,MF",Manchester City,"England, United Kingdom",2005-03-21,21.2245,1.eng,United Kingdom
England,1.0,Jordan Pickford,GK,Everton,"Washington, England, United Kingdom",1994-03-07,32.2628,1.eng,United Kingdom
England,26.0,Jarell Quansah,DF,Leverkusen,"Warrington, England, United Kingdom",2003-01-29,23.3641,1.de,United Kingdom
England,11.0,Marcus Rashford,"FW,MF",Barcelona,"Wythenshawe, England, United Kingdom",1997-10-31,28.6105,1.es,United Kingdom
England,4.0,Declan Rice,"DF,MF",Arsenal,"London, England, United Kingdom",1999-01-14,27.4052,1.eng,United Kingdom
England,17.0,Morgan Rogers,"FW,MF",Aston Villa,"England, United Kingdom",2002-07-26,23.8761,1.eng,United Kingdom
England,7.0,Bukayo Saka,"FW,MF",Arsenal,"Ealing, England, United Kingdom",2001-09-05,24.7639,1.eng,United Kingdom
England,25.0,Djed Spence,"DF,MF",Tottenham Hotspur,"London, England, United Kingdom",2000-08-09,25.8378,1.eng,United Kingdom
England,5.0,John Stones,DF,Manchester City,"Barnsley, England, United Kingdom",1994-05-28,32.0383,1.eng,United Kingdom
England,22.0,Ivan Toney,FW,Al-Ahli,"Northampton, England, United Kingdom",1996-03-16,30.2382,1.sa,United Kingdom
England,23.0,James Trafford,GK,Manchester City,"England, United Kingdom",2002-10-10,23.668,1.eng,United Kingdom
England,19.0,Ollie Watkins,"FW,MF",Aston Villa,"Borough of Torbay, England, United Kingdom",1995-12-30,30.4463,1.eng,United Kingdom
France,25.0,Maghnes Akliouche,MF,Monaco,"Tremblay-en-France, France",2002-02-25,24.2902,1.fr,France
France,12.0,Bradley Barcola,"FW,MF",Paris Saint-Germain,"Villeurbanne, France",2002-09-02,23.7721,1.fr,France
France,24.0,Rayan Cherki,"FW,MF",Manchester City,"Pusignan, France",2003-08-17,22.8159,1.eng,France
France,7.0,Ousmane Dembélé,"FW,MF",Paris Saint-Germain,"Vernon, France",1997-05-15,29.0739,1.fr,France
France,3.0,Lucas Digne,"DF,MF",Aston Villa,"Meaux, France",1993-07-20,32.8925,1.eng,France
France,20.0,Désiré Doué,"FW,MF",Paris Saint-Germain,"Angers, France",2005-06-03,21.0219,1.fr,France
France,2.0,Malo Gusto,"DF,MF",Chelsea,"Lyon, France",2003-05-19,23.063,1.eng,France
France,21.0,Lucas Hernández,DF,Paris Saint-Germain,"Marseille, France",1996-02-14,30.3203,1.fr,France
France,19.0,Theo Hernández,"DF,MF",Al-Hilal,"Marseille, France",1997-10-06,28.679,1.sa,France
France,13.0,N'Golo Kanté,MF,Fenerbahçe,"Paris, France",1991-03-29,35.2026,1.tr,France
France,15.0,Ibrahima Konaté,DF,Liverpool,"Paris, France",1999-05-25,27.0465,1.eng,France
France,6.0,Manu Koné,MF,Roma,"Colombes, France",2001-05-17,25.0684,1.it,France
France,5.0,Jules Koundé,DF,Barcelona,"Paris, France",1998-11-12,27.5777,1.es,France
France,26.0,Maxence Lacroix,DF,Crystal Palace,"Villeneuve-Saint-Georges, France",2000-04-06,26.1807,1.eng,France
France,16.0,Mike Maignan,GK,Milan,"Cayenne, French Guiana",1995-07-03,30.9391,1.it,French Guiana
France,22.0,Jean-Philippe Mateta,FW,Crystal Palace,"Châteauroux, France",1997-06-28,28.9528,1.eng,France
France,10.0,Kylian Mbappé,"FW,MF",Real Madrid,"Paris 19 Buttes-Chaumont, France",1998-12-20,27.4736,1.es,France
France,11.0,Michael Olise,"FW,MF",Bayern Munich,"England, United Kingdom",2001-12-12,24.4956,1.de,United Kingdom
France,14.0,Adrien Rabiot,MF,Milan,"Saint-Maurice, France",1995-04-03,31.1889,1.it,France
France,23.0,Robin Risser,GK,Lens,"Colmar, France",2004-12-02,21.5229,1.fr,France
France,17.0,William Saliba,DF,Arsenal,"Bondy, France",2001-03-24,25.2163,1.eng,France
France,1.0,Brice Samba,GK,Rennes,"Linzolo, Congo",1994-04-25,32.1287,1.fr,Congo
France,8.0,Aurélien Tchouaméni,"DF,MF",Real Madrid,"Rouen, France",2000-01-27,26.3696,1.es,France
France,9.0,Marcus Thuram,"FW,MF",Inter,"Provincia di Parma, Italy",1997-08-06,28.846,1.it,Italy
France,4.0,Dayot Upamecano,DF,Bayern Munich,"Évreux, France",1998-10-27,27.6215,1.de,France
France,18.0,Warren Zaïre-Emery,"DF,MF",Paris Saint-Germain,"Montreuil, France",2006-03-08,20.2601,1.fr,France
Germany,20.0,Nadiem Amiri,MF,Mainz 05,"Kreisfreie Stadt Ludwigshafen am Rhein, Germany",1996-10-27,29.6215,1.de,Germany
Germany,3.0,Waldemar Anton,"DF,MF",Dortmund,"Olmaliq, Uzbekistan",1996-07-20,29.8925,1.de,Uzbekistan
Germany,12.0,Oliver Baumann,GK,Hoffenheim,"Breisach am Rhein, Germany",1990-06-02,36.0246,1.de,Germany
Germany,14.0,Maximilian Beier,"FW,MF",Dortmund,Germany,2002-10-17,23.6489,1.de,Germany
Germany,18.0,Nathaniel Brown,"DF,MF",Eintracht Frankfurt,"Amberg, Germany",2003-06-16,22.9856,1.de,Germany
Germany,8.0,Leon Goretzka,MF,Bayern Munich,"Bochum, Germany",1995-02-06,31.3422,1.de,Germany
Germany,13.0,Pascal Groß,"DF,MF",Brighton,"Mannheim, Germany",1991-06-15,34.9884,1.eng,Germany
Germany,7.0,Kai Havertz,"FW,MF",Arsenal,"Aachen, Germany",1999-06-11,27.0,1.eng,Germany
Germany,,Lennart Karl,MF,Bayern Munich,,2008-02-22,18.2984,1.de,
Germany,6.0,Joshua Kimmich,"DF,MF",Bayern Munich,"Rottweil, Germany",1995-02-08,31.3368,1.de,Germany
Germany,9.0,Jamie Leweling,"FW,MF",Stuttgart,"Nürnberg, Germany",2001-02-26,25.2875,1.de,Germany
Germany,10.0,Jamal Musiala,MF,Bayern Munich,"Stuttgart, Germany",2003-02-26,23.2875,1.de,Germany
Germany,1.0,Manuel Neuer,GK,Bayern Munich,"Gelsenkirchen, Germany",1986-03-27,40.2081,1.de,Germany
Germany,23.0,Felix Nmecha,MF,Dortmund,"England, United Kingdom",2000-10-10,25.668,1.de,United Kingdom
Germany,21.0,Alexander Nübel,GK,Stuttgart,"Paderborn, Germany",1996-09-30,29.6954,1.de,Germany
Germany,25.0,Assan Ouédraogo,MF,RB Leipzig,"Mülheim an der Ruhr, Germany",2006-05-09,20.0903,1.de,Germany
Germany,5.0,Aleksandar Pavlovic,MF,Bayern Munich,"München, Landeshauptstadt, Germany",2004-05-03,22.1068,1.de,Germany
Germany,22.0,David Raum,"DF,MF",RB Leipzig,"Nürnberg, Germany",1998-04-22,28.1369,1.de,Germany
Germany,2.0,Antonio Rüdiger,DF,Real Madrid,"Berlin, Germany",1993-03-03,33.2738,1.es,Germany
Germany,19.0,Leroy Sané,"FW,MF",Galatasaray,"Essen, Germany",1996-01-11,30.4134,1.tr,Germany
Germany,15.0,Nico Schlotterbeck,DF,Dortmund,"Waiblingen, Germany",1999-12-01,26.5257,1.de,Germany
Germany,16.0,Angelo Stiller,MF,Stuttgart,"München, Germany",2001-04-04,25.1862,1.de,Germany
Germany,4.0,Jonathan Tah,DF,Bayern Munich,"Hamburg, Germany",1996-02-11,30.3285,1.de,Germany
Germany,24.0,Malick Thiaw,"DF,MF",Newcastle United,"Düsseldorf, Germany",2001-08-08,24.8405,1.eng,Germany
Germany,26.0,Deniz Undav,"FW,MF",Stuttgart,"Achim, Germany",1996-07-19,29.8953,1.de,Germany
Germany,17.0,Florian Wirtz,"FW,MF",Liverpool,"Brauweiler, Germany",2003-05-03,23.1068,1.eng,Germany
Germany,11.0,Nick Woltemade,"FW,MF",Newcastle United,"Bremen, Germany",2002-02-14,24.3203,1.eng,Germany
Ghana,4.0,Jonas Adjetey,DF,Wolfsburg,"Accra, Ghana",2003-12-13,22.4928,1.de,Ghana
Ghana,12.0,Joseph Anang,GK,St Patrick's,"Teshi Old Town, Ghana",2000-06-08,26.0082,1.ie,Ghana
Ghana,16.0,Benjamin Asare,GK,Accra Hearts of Oak SC,Ghana,1992-07-13,33.9117,1.gh,Ghana
Ghana,1.0,Lawrence Ati-Zigi,GK,St. Gallen,"Accra, Ghana",1996-11-29,29.5311,1.ch,Ghana
Ghana,9.0,Jordan Ayew,"FW,MF",Leicester City,"Marseille, France",1991-09-11,34.7474,2.eng,France
Ghana,20.0,Augustine Boakye,"FW,MF",Saint-Étienne,"Bompata, Ghana",2000-11-03,25.6023,2.fr,Ghana
Ghana,13.0,Christopher Bonsu-Baah,MF,Al-Qadsiah,Ghana,2004-12-14,21.4901,1.sa,Ghana
Ghana,7.0,Abdul Fatawu Issahaku,"FW,MF",Leicester City,"Tamale, Ghana",2004-03-08,22.2601,2.eng,Ghana
Ghana,25.0,Prince Kwabena Adu,FW,Viktoria Plzeň,"Sampa, Ghana",2003-09-23,22.7146,1.cz,Ghana
Ghana,23.0,Derrick Luckassen,"DF,MF",Pafos FC,"Amsterdam, Netherlands",1995-07-03,30.9391,1.cy,Netherlands
Ghana,14.0,Gideon Mensah,"DF,MF",Auxerre,"Accra, Ghana",1998-07-18,27.898,1.fr,Ghana
Ghana,6.0,Abdul Mumin,DF,Rayo Vallecano,"Accra, Ghana",1998-06-06,28.0137,1.es,Ghana
Ghana,24.0,Ernest Nuamah,"FW,MF",Lyon,"Kumasi, Ghana",2003-11-01,22.6078,1.fr,Ghana
Ghana,18.0,Jerome Opoku,DF,Başakşehir,"England, United Kingdom",1998-10-14,27.6571,1.tr,United Kingdom
Ghana,15.0,Elisha Owusu,MF,Auxerre,"Montreuil, France",1997-11-07,28.5914,1.fr,France
Ghana,5.0,Thomas Partey,"DF,MF",Villarreal,"Odumase Krobo, Ghana",1993-06-13,32.9938,1.es,Ghana
Ghana,21.0,Kojo Peprah Oppong,DF,Nice,"Accra, Ghana",2004-06-04,22.0192,1.fr,Ghana
Ghana,17.0,Abdul Rahman Baba,"DF,MF",PAOK,"Tamale, Ghana",1994-07-02,31.9418,1.gr,Ghana
Ghana,2.0,Alidu Seidu,DF,Rennes,"Accra, Ghana",2000-06-04,26.0192,1.fr,Ghana
Ghana,11.0,Antoine Semenyo,"FW,MF",Manchester City,"London, England, United Kingdom",2000-01-07,26.4244,1.eng,United Kingdom
Ghana,26.0,Marvin Senaya,"DF,MF",Auxerre,"Saint-Maurice, France",2001-01-28,25.3669,1.fr,France
Ghana,8.0,Kwasi Sibo,MF,Oviedo,"Wa, Ghana",1998-06-24,27.9637,1.es,Ghana
Ghana,22.0,Kamaldeen Sulemana,"FW,MF",Atlanta Utd,"Techiman, Ghana",2002-02-15,24.3176,1.us,Ghana
Ghana,10.0,Brandon Thomas-Asante,"FW,MF",Coventry City,"Milton Keynes, England, United Kingdom",1998-12-29,27.449,2.eng,United Kingdom
Ghana,19.0,Iñaki Williams,"FW,MF",Athletic Club,"Bilbao, Spain",1994-06-15,31.9884,1.es,Spain
Ghana,3.0,Caleb Yirenkyi,MF,Nordsjælland,"Bechem, Ghana",2006-01-15,20.4025,1.dk,Ghana
Haiti,4.0,Ricardo Adé,DF,LDU Quito,"Saint-Marc, Haiti",1990-05-21,36.0575,1.ec,Haiti
Haiti,2.0,Carlens Arcus,DF,Angers,"Port-au-Prince, Haiti",1996-06-28,29.9528,1.fr,Haiti
Haiti,10.0,Jean-Ricner Bellegarde,MF,Wolves,"Colombes, France",1998-06-27,27.9555,1.eng,France
Haiti,21.0,Josué Casimir,"FW,MF",Auxerre,"Baie-Mahault, Guadeloupe",2001-09-24,24.7118,1.fr,Guadeloupe
Haiti,11.0,Louicius Deedson,MF,FC Dallas,"Tabarre, Haiti",2001-02-11,25.3285,1.us,Haiti
Haiti,5.0,Hannes Delcroix,DF,Lugano,"Ti Rivyè Latibonit, Haiti",1999-02-28,27.282,1.ch,Haiti
Haiti,23.0,Josué Duverger,GK,Cosmos Koblenz,"Montréal, QC, Canada",2000-04-27,26.1232,5.de,Canada
Haiti,22.0,Jean-Kevin Duverne,DF,Gent,"Paris, France",1997-07-12,28.9144,1.be,France
Haiti,7.0,Derrick Etienne,"FW,MF",Toronto FC,"Richmond, VA, United States",1996-11-25,29.5421,1.us,United States
Haiti,8.0,Martin Expérience,DF,Nancy,"Châteaubriant, France",1999-03-09,27.2574,2.fr,France
Haiti,19.0,Yassin Fortuné,"FW,MF",Vizela,"Aubervilliers, France",1999-01-30,27.3614,2.pt,France
Haiti,6.0,Carl Fred Sainté,MF,El Paso,"Grangwav, Haiti",2002-08-09,23.8378,2.us,Haiti
Haiti,18.0,Wilson Isidor,FW,Sunderland,"Rennes, France",2000-08-27,25.7885,1.eng,France
Haiti,17.0,Danley Jean-Jacques,MF,Philadelphia Union,"Tigwav, Haiti",2000-05-20,26.0602,1.us,Haiti
Haiti,16.0,Lenny Joseph,"FW,MF",Ferencváros,"Paris, France",2000-10-12,25.6626,1.hu,France
Haiti,13.0,Duke Lacroix,"DF,FW",CS Switchbacks,"New Egypt, NJ, United States",1993-10-14,32.6571,2.us,United States
Haiti,9.0,Duckens Nazon,"FW,MF",Esteghlal,"Paris, France",1994-04-07,32.178,1.ir,France
Haiti,24.0,Wilguens Paugain,DF,Zulte Waregem,"Thomazeau, Haiti",2001-08-24,24.7967,1.be,Haiti
Haiti,12.0,Alexandre Pierre,GK,Sochaux,"Aubervilliers, France",2001-02-25,25.2902,3.fr,France
Haiti,14.0,Leverton Pierre,MF,Vizela,"Tabarre, Haiti",1998-03-09,28.2574,2.pt,Haiti
Haiti,26.0,Woodensky Pierre,MF,Violette AC,"Cité Soleil, Haiti",2004-12-30,21.4463,1.ht,Haiti
Haiti,20.0,Frantzdy Pierrot,FW,Rizespor,"Port-au-Prince, Haiti",1995-03-29,31.2026,1.tr,Haiti
Haiti,1.0,Johny Placide,GK,Bastia,"Montfermeil, France",1988-01-29,38.3641,2.fr,France
Haiti,15.0,Ruben Providence,MF,Almere City,"Lagny-sur-Marne, France",2001-07-07,24.9281,2.nl,France
Haiti,25.0,Dominique Simon,MF,1. FC Tatran Prešov B,"Paris, France",2000-07-29,25.8679,1.sk,France
Haiti,3.0,Keeto Thermoncy,DF,Young Boys,Switzerland,2006-03-29,20.2026,1.ch,Switzerland
IR Iran,11.0,Ali Alipour,FW,Persepolis,"Qā’em Shahr, Iran",1995-11-11,30.5804,1.ir,Iran
IR Iran,1.0,Alireza Beiranvand,GK,Tractor,"Khorramabad, Iran",1992-09-21,33.7201,1.ir,Iran
IR Iran,15.0,Rouzbeh Cheshmi,"DF,MF",Esteghlal,"Tehran, Iran",1993-07-24,32.8816,1.ir,Iran
IR Iran,24.0,Dennis Eckert,FW,Standard Liège,"Bonn, Germany",1997-01-09,29.4189,1.be,Germany
IR Iran,25.0,Danial Eiri,DF,Malavan,"Gonbad-e Kāvūs, Iran",2003-10-26,22.6242,1.ir,Iran
IR Iran,6.0,Saeid Ezatolahi,MF,Al-Ahli Dubai FC,"Bandar-e Anzalī, Iran",1996-10-01,29.6927,1.ae,Iran
IR Iran,10.0,Mehdi Ghayedi,FW,Al-Nasr Dubai SC,"Bushehr, Iran",1998-12-05,27.5147,1.ae,Iran
IR Iran,14.0,Saman Ghoddos,"FW,MF",Al-Ittihad Kalba SC,"Malmö, Sweden",1993-09-06,32.7611,1.ae,Sweden
IR Iran,21.0,Mohammad Ghorbani,MF,Al-Wahda FC,"Īrān, Iran",2001-05-21,25.0575,1.ae,Iran
IR Iran,3.0,Ehsan Hajsafi,"DF,MF",Sepahan,"Kāshān, Iran",1990-02-25,36.2902,1.ir,Iran
IR Iran,2.0,Saleh Hardani,DF,Esteghlal,"Īrān, Iran",1998-12-26,27.4572,1.ir,Iran
IR Iran,22.0,Hossein Hosseini,GK,Sepahan,"Shiraz, Iran",1992-06-30,33.9473,1.ir,Iran
IR Iran,18.0,Amirhossein Hosseinzadeh,FW,Tractor,"Tehrān, Iran",2000-10-30,25.6133,1.ir,Iran
IR Iran,7.0,Alireza Jahanbakhsh,"FW,MF",Dender,"Jīrandeh, Iran",1993-08-11,32.8323,1.be,Iran
IR Iran,13.0,Hossein Kanaanizadegan,DF,Persepolis,"Bandar-e Māhshahr, Iran",1994-03-23,32.219,1.ir,Iran
IR Iran,4.0,Shoja' Khalilzadeh,DF,Tractor,"Bahnemīr, Iran",1989-05-14,37.0767,1.ir,Iran
IR Iran,20.0,Shahriar Moghanlou,MF,Al-Ittihad Kalba SC,"Zanjān, Iran",1994-12-21,31.4709,1.ae,Iran
IR Iran,5.0,Milad Mohammadi,"DF,MF",Persepolis,"Tehran, Iran",1993-09-29,32.6982,1.ir,Iran
IR Iran,8.0,Mohammad Mohebi,"FW,MF",Rostov,"Īrān, Iran",1998-12-20,27.4736,1.ru,Iran
IR Iran,19.0,Ali Nemati,DF,Foolad,"Īrān, Iran",1996-02-08,30.3368,1.ir,Iran
IR Iran,12.0,Payam Niazmand,GK,Persepolis,"Tehran, Iran",1995-04-06,31.1807,1.ir,Iran
IR Iran,26.0,Amirmohammad Razzaghinia,MF,Esteghlal,"Yazd, Iran",2006-04-11,20.167,1.ir,Iran
IR Iran,23.0,Ramin Rezaeian,DF,Foolad,"Sarī, Iran",1990-03-21,36.2245,1.ir,Iran
IR Iran,9.0,Mehdi Taremi,"FW,MF",Olympiacos,"Karaj, Iran",1992-07-18,33.898,1.gr,Iran
IR Iran,16.0,Mehdi Torabi,MF,Tractor,"Eshtehārd, Iran",1994-09-10,31.7502,1.ir,Iran
IR Iran,17.0,Aria Yousefi,DF,Sepahan,"Bandar-e Māhshahr, Iran",2002-04-22,24.1369,1.ir,Iran
Iraq,3.0,Hussein Ali,DF,Pogoń Szczecin,"Malmö, Sweden",2002-03-01,24.2793,1.pl,Sweden
Iraq,10.0,Mohanad Ali,FW,Dibba Al Fujairah,"Baghdad, Iraq",2000-06-20,25.9747,1.ae,Iraq
Iraq,16.0,Amir Al Ammari,MF,Cracovia,"Jönköping, Sweden",1997-07-27,28.8734,1.pl,Sweden
Iraq,7.0,Youssef Amyn,MF,AEK Larnaca,"Essen, Germany",2003-08-21,22.8049,1.cy,Germany
Iraq,22.0,Ahmed Basil,GK,Al-Shorta,"Baghdad, Iraq",1996-08-19,29.8104,1.iq,Iraq
Iraq,8.0,Ibrahim Bayesh,MF,Al Dhafra SCC,"Baghdad, Iraq",2000-05-01,26.1123,1.ae,Iraq
Iraq,26.0,Frans Dhia Putros,DF,Persib Bandung,"Århus, Denmark",1993-07-14,32.909,1.id,Denmark
Iraq,23.0,Merchas Doski,"DF,MF",Viktoria Plzeň,"Hannover, Landeshauptstadt, Germany",1999-12-07,26.5092,1.cz,Germany
Iraq,21.0,Marko Farji,MF,Venezia,"Grimstad, Norway",2004-03-16,22.2382,2.it,Norway
Iraq,9.0,Ali Al Hamadi,FW,Ipswich Town,"England, United Kingdom",2002-03-01,24.2793,2.eng,United Kingdom
Iraq,5.0,Akam Hashim,DF,Al-Zawra'a SC,"Arbil, Iraq",1998-08-16,27.8186,1.iq,Iraq
Iraq,12.0,Jalal Hassan,GK,Al-Zawra'a SC,"Baghdad, Iraq",1991-05-18,35.0657,1.iq,Iraq
Iraq,18.0,Ayman Hussein,FW,Al-Karma,Iraq,1996-03-22,30.2218,1.iq,Iraq
Iraq,14.0,Zidane Iqbal,MF,Utrecht,"England, United Kingdom",2003-04-27,23.1232,1.nl,United Kingdom
Iraq,24.0,Zaid Ismail,MF,Al-Talaba,Iraq,2002-01-03,24.4353,1.iq,Iraq
Iraq,17.0,Ali Jasim,MF,Al-Najma,"Baghdad, Iraq",2004-01-20,22.3888,1.sa,Iraq
Iraq,15.0,Ahmed Maknzi,DF,Al-Karma,"Baghdad, Iraq",2001-09-24,24.7118,1.iq,Iraq
Iraq,11.0,Ahmed Qasem,"FW,MF",Nashville SC,"Motala, Sweden",2003-07-12,22.9144,1.us,Sweden
Iraq,25.0,Mustafa Saadoon,DF,Al-Shorta,Iraq,2001-05-25,25.0465,1.iq,Iraq
Iraq,20.0,Aimar Sher,MF,Sarpsborg 08,"Kirkuk, Iraq",2002-12-20,23.4736,1.no,Iraq
Iraq,2.0,Rebin Sulaka,DF,Port FC,"‘Aynkāwah, Iraq",1992-04-12,34.1643,1.th,Iraq
Iraq,4.0,Zaid Tahseen,DF,Pakhtakor Tashkent FK,"Najaf, Iraq",2001-01-29,25.3641,1.uz,Iraq
Iraq,1.0,Fahad Talib,GK,Al-Talaba,Iraq,1994-10-21,31.6379,1.iq,Iraq
Iraq,,Ahmed Yahya,DF,Al-Shorta,,1995-07-01,30.9446,1.iq,
Iraq,19.0,Kevin Yakob,MF,AGF,"Göteborg, Sweden",2000-10-10,25.668,1.dk,Sweden
Iraq,6.0,Manaf Younis,DF,Al-Shorta,"Tikrīt, Iraq",1996-11-16,29.5667,1.iq,Iraq
Iraq,13.0,Ali Yousif,FW,Al-Talaba,"Baghdad, Iraq",1996-01-19,30.3915,1.iq,Iraq
Japan,10.0,Ritsu Doan,"FW,MF",Eintracht Frankfurt,"Amagasaki Shi, Japan",1998-06-16,27.9856,1.de,Japan
Japan,6.0,Wataru Endo,"DF,MF",Liverpool,"Yokohama Shi, Japan",1993-02-09,33.334,1.eng,Japan
Japan,9.0,Keisuke Gotō,FW,Sint-Truiden,Japan,2005-06-03,21.0219,1.be,Japan
Japan,23.0,Tomoki Hayakawa,GK,Kashima Antlers,Japan,1999-03-03,27.2738,1.jp,Japan
Japan,4.0,Ko Itakura,"DF,MF",Ajax,"Yokohama Shi, Japan",1997-01-27,29.3696,1.nl,Japan
Japan,21.0,Hiroki Ito,DF,Bayern Munich,"Hamamatsu-shi, Japan",1999-05-12,27.0821,1.de,Japan
Japan,14.0,Junya Itō,"FW,MF",Genk,"Yokosuka, Japan",1993-03-09,33.2574,1.be,Japan
Japan,15.0,Daichi Kamada,"FW,MF",Crystal Palace,Japan,1996-08-05,29.8487,1.eng,Japan
Japan,8.0,Takefusa Kubo,"FW,MF",Real Sociedad,"Kawasaki-shi, Japan",2001-06-04,25.0192,1.es,Japan
Japan,11.0,Daizen Maeda,"FW,MF",Celtic,Japan,1997-10-20,28.6407,1.sct,Japan
Japan,5.0,Yūto Nagatomo,"DF,MF",FC Tokyo,"Saijō Shi, Japan",1986-09-12,39.7447,1.jp,Japan
Japan,13.0,Keito Nakamura,"FW,MF",Reims,"Osaka-shi, Japan",2000-07-28,25.8706,2.fr,Japan
Japan,19.0,Kōki Ogawa,FW,NEC Nijmegen,Japan,1997-08-08,28.8405,1.nl,Japan
Japan,12.0,Keisuke Ōsako,GK,Sanfrecce Hiroshima,Japan,1999-07-28,26.8706,1.jp,Japan
Japan,24.0,Kaishū Sano,MF,Mainz 05,Japan,2000-12-30,25.4463,1.de,Japan
Japan,20.0,Ayumu Seko,"DF,MF",Le Havre,Japan,2000-06-07,26.011,1.fr,Japan
Japan,26.0,Kento Shiogai,FW,Wolfsburg,Japan,2005-03-26,21.2108,1.de,Japan
Japan,2.0,Yukinari Sugawara,"DF,FW",Werder Bremen,"Toyokawa, Japan",2000-06-28,25.9528,1.de,Japan
Japan,25.0,Junnosuke Suzuki,DF,FC Copenhagen,Japan,2003-07-12,22.9144,1.dk,Japan
Japan,17.0,Yuito Suzuki,"FW,MF",Freiburg,Japan,2001-10-25,24.627,1.de,Japan
Japan,1.0,Zion Suzuki,GK,Parma,"Newark, NJ, United States",2002-08-21,23.8049,1.it,United States
Japan,7.0,Ao Tanaka,MF,Leeds United,"Kawasaki, Japan",1998-09-10,27.7502,1.eng,Japan
Japan,3.0,Shogo Taniguchi,"DF,MF",Sint-Truiden,"Kumamoto Shi, Japan",1991-07-15,34.9062,1.be,Japan
Japan,22.0,Takehiro Tomiyasu,DF,Ajax,"Fukuoka, Japan",1998-11-05,27.5969,1.nl,Japan
Japan,18.0,Ayase Ueda,FW,Feyenoord,"Mito, Japan",1998-09-10,27.7502,1.nl,Japan
Japan,16.0,Tsuyoshi Watanabe,DF,Feyenoord,"Saitama-shi, Japan",1997-02-05,29.345,1.nl,Japan
Jordan,4.0,Husam Abu Dahab,DF,Al-Salmiya SC,"Amman, Jordan",2000-05-13,26.0794,1.kw,Jordan
