Country,#,Player,Pos,Club,Birth Place,Birth Date,Age,League,Birth Country,MarketValue_EUR,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Playing Time_Mn/MP,Playing Time_Min%,Starts,Starts_Mn/Start,Starts_Compl,Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,GK_Playing Time_Starts,GK_Playing Time_Min,GK_Playing Time_90s,GK_Performance_GA,GK_Performance_GA90,GK_Performance_SoTA,GK_Performance_Saves,GK_Performance_Save%,GK_Performance_W,GK_Performance_D,GK_Performance_L,GK_Performance_CS,GK_Performance_CS%,GK_Penalty Kicks_PKatt,GK_Penalty Kicks_PKA,GK_Penalty Kicks_PKsv,GK_Penalty Kicks_PKm,GK_Penalty Kicks_Save%,MP_allcomps,Playing Time_Starts_allcomps,Playing Time_Min_allcomps,Playing Time_90s_allcomps,Performance_Gls_allcomps,Performance_Ast_allcomps,Performance_G+A_allcomps,Performance_G-PK_allcomps,Performance_PK_allcomps,Performance_PKatt_allcomps,Performance_CrdY_allcomps,Performance_CrdR_allcomps,Per 90 Minutes_Gls_allcomps,Per 90 Minutes_Ast_allcomps,Per 90 Minutes_G+A_allcomps,Per 90 Minutes_G-PK_allcomps,Per 90 Minutes_G+A-PK_allcomps,90s_allcomps,Standard_Gls_allcomps,Standard_Sh_allcomps,Standard_SoT_allcomps,Standard_SoT%_allcomps,Standard_Sh/90_allcomps,Standard_SoT/90_allcomps,Standard_G/Sh_allcomps,Standard_G/SoT_allcomps,Standard_PK_allcomps,Standard_PKatt_allcomps,Performance_2CrdY_allcomps,Performance_Fls_allcomps,Performance_Fld_allcomps,Performance_Off_allcomps,Performance_Crs_allcomps,Performance_Int_allcomps,Performance_TklW_allcomps,Performance_PKwon_allcomps,Performance_PKcon_allcomps,Performance_OG_allcomps,Playing Time_Mn/MP_allcomps,Playing Time_Min%_allcomps,Starts_allcomps,Starts_Mn/Start_allcomps,Starts_Compl_allcomps,Subs_allcomps,Subs_Mn/Sub_allcomps,Subs_unSub_allcomps,Team Success_PPM_allcomps,Team Success_onG_allcomps,Team Success_onGA_allcomps,Team Success_+/-_allcomps,Team Success_+/-90_allcomps,Team Success_On-Off_allcomps,Performance_GA_allcomps,Performance_GA90_allcomps,Performance_SoTA_allcomps,Performance_Saves_allcomps,Performance_Save%_allcomps,Performance_W_allcomps,Performance_D_allcomps,Performance_L_allcomps,Performance_CS_allcomps,Performance_CS%_allcomps,Penalty Kicks_PKatt_allcomps,Penalty Kicks_PKA_allcomps,Penalty Kicks_PKsv_allcomps,Penalty Kicks_PKm_allcomps,Penalty Kicks_Save%_allcomps,total_injuries,total_days_out,avg_days_out,total_matches_missed,xg_overperformance,minutes_per_goal,discipline_score,impact_score_raw,position_encoded,league_tier,experience_level,goals_per_90,assists_per_90,shots_per_90,sot_per_90,tackles_won_per_90,interceptions_per_90,crosses_per_90,fouls_committed_per_90,fouls_drawn_per_90,offsides_per_90,cluster,Player_Profile,sofifa_id,overall,potential,value_eur,wage_eur,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,skill_dribbling,skill_fk_accuracy,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,Expected_xG_proxy
Spain,22.0,Pau Cubarsí,DF,Barcelona,"Bescanó, Spain",2007-01-22,19.3833,1.es,Spain,80000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,10.0,142.0,3.4,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5533333333333333,0.5533333333333333,0.0,0.5533333333333333,3.4,0.0,2.0,2.0,100.0,0.29,0.29,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,226.0,49.5,10.0,243.0,6.0,2.0,90.0,8.0,2.723333333333333,28.0,4.0,8.0,2.623333333333333,0.2199999999999998,,,,,,,,,,,,,,,,1,7,7.0,1,-0.4,,3.0,1.5855189403564272,2,1,-2.017345696746463,0.0,0.5533333333333333,0.5882352941176471,0.5882352941176471,1.1764705882352942,1.1764705882352942,0.0,1.7647058823529411,0.0,0.0,1,Atacante Eficiente / Creador,,68.0,77.0,,,69.0,48.0,53.0,58.0,44.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4
Spain,24.0,Marc Cucurella,"DF,MF",Chelsea,"Alella, Spain",1998-07-22,27.8871,1.eng,Spain,50000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,158.0,4.533333333333333,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.1166666666666666,0.1166666666666666,0.2333333333333333,0.1166666666666666,0.2333333333333333,4.533333333333333,2.0,4.0,2.0,50.0,0.4,0.2,1.0,2.0,0.0,0.0,0.0,14.0,6.0,2.0,10.0,12.0,2.0,0.0,0.0,0.0,256.0,64.93333333333334,14.0,256.0,12.0,0.0,0.0,4.0,2.77,46.0,6.0,13.333333333333334,2.936666666666667,1.1933333333333334,,,,,,,,,,,,,,,,7,237,33.857142857142854,31,1.24,79.0,7.0,1.4630266384478825,2,1,0.1778039990415147,0.1166666666666666,0.1166666666666666,0.8823529411764706,0.4411764705882353,0.4411764705882353,2.647058823529412,2.2058823529411766,3.088235294117647,1.3235294117647058,0.4411764705882353,3,Destructor / Recuperador,239231.0,81.0,87.0,41500000.0,63000.0,79.0,67.0,78.0,80.0,73.0,74.0,81.0,68.0,57.0,80.0,48.0,81.0,78.0,80.0,78.0,82.0,83.0,73.0,77.0,88.0,66.0,65.0,76.0,73.0,79.0,78.0,74.0,71.0,78.0,77.0,13.0,7.0,9.0,10.0,11.0,0.76
Spain,4.0,Eric García,"DF,MF",Barcelona,"Barcelona, Spain",2001-01-09,25.4189,1.es,Spain,40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,25.0,0.0,0.0,0.0,4.0,90.0,0.0,2.0,2.0,2.0,0.0,0.0,-1.67,,,,,,,,,,,,,,,,15,214,14.266666666666667,37,0.0,,0.0,-1.0600960421595915,2,1,-1.4188736069616856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Defensor / Mediocampista Posicional,245037.0,77.0,86.0,21500000.0,71000.0,65.0,44.0,65.0,66.0,79.0,72.0,46.0,42.0,77.0,62.0,31.0,72.0,60.0,69.0,60.0,78.0,57.0,51.0,73.0,68.0,73.0,44.0,76.0,80.0,42.0,62.0,79.0,79.0,78.0,77.0,11.0,9.0,12.0,11.0,7.0,0.0
Spain,13.0,Joan García,GK,Barcelona,"Sallent, Spain",2001-05-04,25.104,1.es,Spain,45000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,28.1,2.0,144.0,0.0,2.0,58.0,2.0,1.0,2.0,2.0,0.0,0.0,-1.74,2.0,0.89,0.0,0.0,,0.0,2.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,,2,235,117.5,9,0.0,,0.0,-2.352285495931693,1,1,-1.492616688695079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,Guardameta / Portero,259532.0,67.0,83.0,2400000.0,3000.0,,,,,,,13.0,6.0,12.0,12.0,12.0,20.0,45.0,40.0,43.0,65.0,42.0,50.0,67.0,35.0,55.0,9.0,24.0,13.0,6.0,45.0,50.0,7.0,13.0,14.0,66.0,67.0,66.0,65.0,67.0,0.0
Spain,9.0,Gavi,"FW,MF",Barcelona,"Los Palacios y Villafranca, Spain",2004-08-05,21.8487,1.es,Spain,30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,24.4,2.0,116.0,0.0,2.0,60.0,0.0,2.0,2.0,4.0,-1.0,-1.02,-3.01,,,,,,,,,,,,,,,,7,580,82.85714285714286,114,0.0,,2.0,-1.5915769061461966,4,1,-2.2549407724255106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Defensor / Mediocampista Posicional,264240.0,66.0,85.0,2100000.0,4000.0,66.0,53.0,67.0,69.0,50.0,48.0,59.0,55.0,38.0,67.0,47.0,70.0,68.0,64.0,77.0,64.0,78.0,49.0,48.0,52.0,44.0,53.0,54.0,58.0,59.0,70.0,68.0,49.0,53.0,44.0,8.0,10.0,11.0,7.0,13.0,0.0
Spain,3.0,Álex Grimaldo,"DF,MF",Leverkusen,"Valencia, Spain",1995-09-20,30.7228,1.de,Spain,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,157.0,1.8,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4533333333333333,0.4533333333333333,0.0,0.4533333333333333,1.8,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,18.0,0.0,2.0,0.0,0.0,0.0,204.0,29.23333333333333,6.0,233.0,4.0,2.0,44.0,10.0,2.223333333333333,10.0,2.0,2.6666666666666665,1.82,-0.8400000000000002,,,,,,,,,,,,,,,,15,401,26.73333333333333,60,-0.16,,0.0,0.3555217642164883,2,1,0.2306607618035109,0.0,0.4533333333333333,1.1111111111111112,0.0,1.1111111111111112,0.0,10.0,0.0,1.1111111111111112,1.1111111111111112,0,Carrilero / Extremo de Volumen,210035.0,82.0,85.0,37000000.0,18000.0,87.0,65.0,81.0,83.0,74.0,71.0,82.0,52.0,66.0,83.0,81.0,83.0,86.0,87.0,84.0,83.0,86.0,79.0,64.0,90.0,63.0,79.0,69.0,79.0,77.0,78.0,83.0,71.0,76.0,74.0,7.0,13.0,10.0,7.0,13.0,0.16
Spain,26.0,Borja Iglesias,FW,Celta Vigo,"Santiago de Compostela, Spain",1993-01-17,33.397,1.es,Spain,2800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.0,96.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,10.0,6.0,60.0,4.95,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,21.46666666666667,2.0,90.0,0.0,10.0,84.0,4.0,2.3366666666666664,8.0,2.0,2.0,1.47,-1.05,,,,,,,,,,,,,,,,5,74,14.8,8,-3.0,,0.0,-0.3884970579142195,4,1,1.2643736569761304,0.0,0.0,7.142857142857143,4.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,4,Goleador / Delantero de Área,224179.0,80.0,80.0,21500000.0,34000.0,65.0,80.0,64.0,74.0,35.0,80.0,50.0,82.0,80.0,74.0,36.0,79.0,61.0,69.0,60.0,76.0,73.0,83.0,70.0,71.0,90.0,74.0,69.0,30.0,83.0,71.0,80.0,32.0,31.0,18.0,14.0,12.0,16.0,13.0,16.0,3.0
Spain,14.0,Aymeric Laporte,DF,Athletic Club,"Agen, France",1994-05-27,32.0411,1.es,France,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,180.0,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,0.0,4.0,2.0,50.0,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,225.0,50.0,12.0,225.0,8.0,0.0,0.0,2.0,2.33,32.0,6.0,8.666666666666666,2.59,0.6333333333333333,,,,,,,,,,,,,,,,15,581,38.73333333333333,84,-0.5,,0.0,0.2707297478024091,2,1,0.9468498572863654,0.0,0.0,1.2000000000000002,0.6000000000000001,1.8000000000000005,1.2000000000000002,0.0,0.0,1.8000000000000005,0.0,2,Defensor / Mediocampista Posicional,212218.0,86.0,89.0,77000000.0,185000.0,63.0,50.0,72.0,69.0,86.0,80.0,58.0,45.0,84.0,63.0,69.0,78.0,59.0,67.0,57.0,87.0,60.0,68.0,80.0,72.0,84.0,47.0,81.0,87.0,54.0,65.0,84.0,86.0,87.0,86.0,10.0,11.0,5.0,14.0,5.0,0.5
Spain,5.0,Marcos Llorente,"DF,MF",Atlético Madrid,"Madrid, Spain",1995-01-30,31.3614,1.es,Spain,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,6.0,158.0,2.3000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3000000000000003,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,191.0,35.4,6.0,252.0,4.0,4.0,62.0,6.0,2.643333333333333,18.0,6.0,4.0,1.7333333333333334,-0.57,,,,,,,,,,,,,,,,11,436,39.63636363636363,64,0.0,,0.0,0.1896413090286215,2,1,0.5839429236140992,0.0,0.0,0.0,0.0,4.3478260869565215,0.0,4.3478260869565215,0.0,0.0,0.0,2,Defensor / Mediocampista Posicional,226161.0,86.0,89.0,88000000.0,95000.0,88.0,80.0,81.0,82.0,78.0,82.0,74.0,81.0,67.0,82.0,58.0,84.0,86.0,90.0,82.0,86.0,69.0,84.0,69.0,90.0,79.0,79.0,83.0,82.0,87.0,86.0,83.0,79.0,80.0,74.0,13.0,6.0,6.0,11.0,15.0,0.0
Spain,6.0,Mikel Merino,MF,Arsenal,"Pamplona, Spain",1996-06-22,29.9692,1.eng,Spain,25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,12.0,53.0,3.866666666666666,12.0,0.0,12.0,12.0,0.0,0.0,2.0,0.0,0.7333333333333334,0.0,0.7333333333333334,0.7333333333333334,0.7333333333333334,3.866666666666666,12.0,44.0,18.0,40.9,4.25,1.74,0.54,1.34,0.0,0.0,0.0,24.0,18.0,0.0,2.0,4.0,8.0,0.0,0.0,0.0,170.0,52.9,12.0,156.0,8.0,4.0,54.0,0.0,2.39,38.0,4.0,11.333333333333334,1.5766666666666669,0.0299999999999999,,,,,,,,,,,,,,,,15,407,27.133333333333333,80,4.52,4.416666666666667,14.0,1.407931189258754,3,1,0.8691240728309924,0.7333333333333334,0.0,11.379310344827587,4.655172413793104,2.06896551724138,1.03448275862069,0.517241379310345,6.20689655172414,4.655172413793104,0.0,4,Goleador / Delantero de Área,225193.0,83.0,87.0,50000000.0,47000.0,74.0,78.0,81.0,82.0,82.0,81.0,77.0,79.0,81.0,83.0,69.0,84.0,73.0,75.0,76.0,84.0,72.0,84.0,81.0,84.0,79.0,78.0,81.0,84.0,78.0,83.0,80.0,80.0,84.0,76.0,9.0,12.0,9.0,13.0,14.0,7.48
Spain,25.0,Víctor Muñoz,MF,Osasuna,"Barcelona, Spain",2003-07-13,22.9117,1.es,Spain,30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,73.0,0.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.23,0.0,1.23,1.23,1.23,0.8,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,20.3,0.0,0.0,0.0,4.0,74.0,0.0,2.0,2.0,0.0,1.0,1.23,-0.02,,,,,,,,,,,,,,,,1,0,0.0,0,0.10000000000000009,36.5,0.0,1.775858138041417,3,1,-2.006008108460453,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Atacante Eficiente / Creador,193469.0,78.0,78.0,9000000.0,24000.0,50.0,42.0,65.0,60.0,79.0,78.0,55.0,37.0,79.0,53.0,46.0,70.0,51.0,50.0,47.0,76.0,53.0,59.0,77.0,73.0,80.0,38.0,79.0,77.0,39.0,60.0,70.0,78.0,80.0,81.0,12.0,8.0,6.0,6.0,14.0,1.9
Spain,10.0,Dani Olmo,"FW,MF",Barcelona,"Terrassa, Spain",1998-05-07,28.0958,1.es,Spain,60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,6.0,180.0,2.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.4333333333333333,0.2766666666666666,0.71,0.4333333333333333,0.71,2.0,2.0,8.0,6.0,75.0,3.87,2.9,0.5,0.66,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,138.0,32.5,6.0,172.0,0.0,6.0,102.0,4.0,2.0,10.0,8.0,0.6666666666666666,0.2766666666666666,-2.766666666666667,,,,,,,,,,,,,,,,14,426,30.428571428571427,88,-0.7599999999999998,90.0,2.0,-0.2358135294479066,4,1,0.0229420123744758,0.4333333333333333,0.2766666666666666,4.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1,Atacante Eficiente / Creador,244260.0,82.0,87.0,46000000.0,78000.0,67.0,76.0,81.0,86.0,50.0,60.0,78.0,74.0,43.0,86.0,75.0,86.0,77.0,58.0,86.0,83.0,86.0,79.0,55.0,80.0,54.0,77.0,51.0,57.0,82.0,83.0,82.0,50.0,50.0,44.0,15.0,15.0,13.0,12.0,11.0,2.76
Spain,21.0,Mikel Oyarzabal,"FW,MF",Real Sociedad,"Eibar, Spain",1997-04-21,29.1396,1.es,Spain,25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,107.0,4.066666666666666,18.0,6.0,24.0,14.0,4.0,4.0,0.0,0.0,1.74,0.3666666666666667,2.106666666666667,1.4933333333333334,1.8633333333333333,4.066666666666666,18.0,38.0,24.0,63.2,3.87,2.44,0.42,0.66,4.0,4.0,0.0,10.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,197.0,57.53333333333334,16.0,197.0,4.0,0.0,0.0,2.0,2.806666666666666,50.0,4.0,15.333333333333334,3.6666666666666665,3.4633333333333334,,,,,,,,,,,,,,,,11,434,39.45454545454545,78,6.240000000000002,5.944444444444445,5.0,5.73226332627014,4,1,0.674848872430794,1.74,0.3666666666666667,9.344262295081968,5.901639344262295,1.475409836065574,0.0,0.0,2.459016393442623,0.4918032786885246,0.4918032786885246,4,Goleador / Delantero de Área,230142.0,85.0,89.0,77500000.0,57000.0,82.0,82.0,81.0,84.0,41.0,63.0,82.0,84.0,60.0,85.0,71.0,85.0,83.0,81.0,83.0,81.0,80.0,80.0,72.0,82.0,57.0,81.0,52.0,29.0,85.0,85.0,83.0,55.0,32.0,30.0,10.0,6.0,10.0,13.0,11.0,11.759999999999998
Spain,20.0,Pedri,MF,Barcelona,"Bajamar, Spain",2002-11-25,23.5421,1.es,Spain,150000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,12.0,150.0,3.333333333333333,6.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.6033333333333334,0.1666666666666666,0.7733333333333334,0.6033333333333334,0.7733333333333334,3.333333333333333,6.0,14.0,6.0,42.9,2.12,0.91,0.58,1.34,0.0,0.0,0.0,2.0,8.0,0.0,6.0,4.0,8.0,0.0,0.0,0.0,188.0,48.8,12.0,194.0,2.0,2.0,90.0,0.0,2.68,36.0,0.0,12.0,3.52,2.3833333333333333,,,,,,,,,,,,,,,,14,561,40.07142857142857,102,3.5599999999999996,25.0,1.0,2.778955034043056,3,1,-0.8397053376736041,0.6033333333333334,0.1666666666666666,4.2,1.8000000000000005,2.4000000000000004,1.2000000000000002,1.8000000000000005,0.6000000000000001,2.4000000000000004,0.0,3,Destructor / Recuperador,251854.0,81.0,91.0,54000000.0,51000.0,78.0,65.0,79.0,84.0,66.0,63.0,68.0,68.0,50.0,84.0,51.0,83.0,81.0,76.0,88.0,81.0,89.0,62.0,65.0,86.0,53.0,65.0,59.0,68.0,77.0,86.0,84.0,65.0,73.0,63.0,12.0,7.0,11.0,8.0,8.0,2.4400000000000004
Spain,11.0,Yeremi Pino,"FW,MF",Crystal Palace,"Las Palmas de Gran Canaria, Spain",2002-10-20,23.6407,1.eng,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,4.0,122.0,2.1333333333333333,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,2.1333333333333333,2.0,14.0,6.0,42.9,3.87,1.66,0.28,0.66,0.0,0.0,0.0,2.0,2.0,2.0,6.0,6.0,8.0,0.0,0.0,0.0,108.0,31.933333333333334,4.0,124.0,0.0,12.0,78.0,0.0,2.25,14.0,6.0,2.6666666666666665,1.1566666666666665,-1.64,,,,,,,,,,,,,,,,1,0,0.0,0,-1.4799999999999995,61.0,1.0,-0.2177490067760761,4,1,-0.6128800324398096,0.29,0.0,6.5625,2.8125,3.75,2.8125,2.8125,0.9375,0.9375,0.9375,4,Goleador / Delantero de Área,259377.0,73.0,84.0,6500000.0,8000.0,71.0,66.0,70.0,73.0,31.0,46.0,69.0,70.0,46.0,75.0,60.0,73.0,73.0,70.0,73.0,68.0,77.0,63.0,38.0,70.0,32.0,64.0,51.0,29.0,70.0,74.0,56.0,31.0,28.0,28.0,9.0,7.0,14.0,6.0,9.0,3.4799999999999995
Spain,12.0,Pedro Porro,"DF,MF",Tottenham Hotspur,"Don Benito, Spain",1999-09-13,26.742,1.eng,Spain,35000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,14.0,184.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,60.0,8.0,8.0,0.0,0.0,0.0,201.0,59.4,14.0,228.0,6.0,2.0,44.0,4.0,2.39,38.0,2.0,12.0,2.4933333333333336,0.9666666666666668,,,,,,,,,,,,,,,,13,286,22.0,50,-0.8,,7.0,0.4788044496308186,2,1,0.113380429229834,0.0,0.0,2.5,0.0,2.0,2.0,15.0,2.5,0.5,0.0,0,Carrilero / Extremo de Volumen,243576.0,80.0,87.0,40500000.0,80000.0,80.0,67.0,73.0,79.0,75.0,75.0,80.0,61.0,66.0,79.0,67.0,82.0,76.0,83.0,78.0,78.0,71.0,81.0,59.0,83.0,73.0,74.0,74.0,76.0,75.0,68.0,78.0,74.0,78.0,75.0,15.0,7.0,14.0,5.0,7.0,0.8
Spain,2.0,Marc Pubill,DF,Atlético Madrid,"Terrassa, Spain",2003-06-20,22.9747,1.es,Spain,35000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,17.2,0.0,0.0,0.0,4.0,62.0,0.0,2.0,0.0,2.0,-1.0,-1.45,-3.26,,,,,,,,,,,,,,,,2,121,60.5,16,0.0,,0.0,-1.690733783755638,2,1,-1.991254808526495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Defensor / Mediocampista Posicional,236692.0,68.0,72.0,1700000.0,5000.0,77.0,66.0,55.0,68.0,21.0,64.0,48.0,68.0,64.0,70.0,51.0,68.0,73.0,80.0,65.0,61.0,66.0,68.0,72.0,73.0,70.0,64.0,36.0,19.0,68.0,58.0,63.0,18.0,14.0,15.0,6.0,8.0,8.0,10.0,12.0,0.0
Spain,1.0,David Raya,GK,Arsenal,"Barcelona, Spain",1995-09-15,30.7365,1.eng,Spain,30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,20.6,2.0,122.0,0.0,2.0,90.0,14.0,2.0,2.0,2.0,0.0,0.0,-1.77,2.0,0.85,0.0,0.0,,0.0,2.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,,2,108,54.0,18,0.0,,0.0,-1.099758793203368,1,1,-0.173601420789921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-1,Guardameta / Portero,220901.0,74.0,78.0,4600000.0,27000.0,,,,,,,12.0,19.0,20.0,17.0,15.0,40.0,58.0,46.0,70.0,72.0,45.0,57.0,70.0,29.0,38.0,14.0,29.0,11.0,15.0,64.0,46.0,28.0,14.0,13.0,73.0,73.0,76.0,70.0,74.0,0.0
